LV ActivePower (kW),Wind Speed (m/s),Theoretical_Power_Curve (KWh),Wind Direction (бу)
-0.202903533,-0.076193697,-0.285296203,0.713395228
-0.260743904,-0.102510997,-0.322210812,0.746968007
-0.145379321,-0.03797905,-0.229580553,0.67407112
-0.208928009,-0.125310829,-0.353273632,0.70973001
0.056644559,0.110919275,0.010421346,0.73739659
0.02866629,0.062184336,-0.071827342,0.731699311
-0.161201939,-0.038506495,-0.230367172,0.733960357
-0.124588062,-0.017745291,-0.199019598,0.662291737
-0.664370751,-0.529311286,-0.780258895,0.806615474
-0.684694896,-0.534495176,-0.784410271,0.885984791
-0.861811977,-0.843547002,-0.98549619,0.926602706
-0.465862953,-0.271961047,-0.534251795,0.776669723
-0.355683316,-0.242340637,-0.500205634,0.745590374
-0.744484217,-0.698909878,-0.902658068,0.87791076
-0.835209981,-0.779117298,-0.95232117,0.933118829
-0.847661622,-0.747152211,-0.933064447,0.849000215
-0.754166377,-0.689321918,-0.896407948,0.965499429
-0.364031079,-0.223469291,-0.477869409,0.780094305
-0.398496251,-0.27300822,-0.535432979,0.821612624
-0.661609251,-0.474467841,-0.734540687,0.88998305
-0.732870992,-0.649498385,-0.869657914,0.976440063
-0.531030038,-0.342424362,-0.609614426,0.937464854
-0.806036196,-0.711227999,-0.910584365,1.062529081
-0.477754248,-0.265961366,-0.527454846,1.005232959
-0.592225952,-0.407842229,-0.674282961,0.958855138
-0.344576936,-0.185715478,-0.431647053,0.925202903
-0.339166637,-0.136507109,-0.36822434,0.934526076
-0.546009845,-0.321293107,-0.588245972,0.90668359
-0.809990456,-0.724841355,-0.919212283,0.86855781
-0.837420369,-0.712692316,-0.911518996,1.003400269
-0.659900352,-0.500667805,-0.756798615,0.962124852
-0.471554158,-0.298366634,-0.563571719,0.937627166
-0.570874662,-0.409109208,-0.675480001,0.916745018
-0.513927076,-0.316447608,-0.583091585,0.904470121
-0.566058288,-0.364170439,-0.631746785,0.921829297
-0.005087148,0.085456575,-0.033002796,0.872188074
0.029399026,0.07387674,-0.052427216,0.863211695
-0.447517948,-0.270403452,-0.532492041,0.863569009
-0.504284248,-0.304524389,-0.570270234,0.819939172
0.044809943,0.102096722,-0.004733094,0.754778907
0.236000004,0.214802007,0.196630932,0.747293602
0.411503494,0.355635811,0.466887882,0.778536397
0.434762619,0.303461022,0.364890785,0.787099146
0.368880142,0.272015889,0.3043969,0.785465988
0.323776736,0.272100544,0.304558641,0.793573841
0.327113291,0.254453168,0.270980654,0.72833412
0.87228891,0.601522757,0.957431281,0.776079055
1.144284623,0.827561086,1.305602988,0.811905435
1.003556183,0.705527137,1.140249056,0.803696764
1.020441668,0.701417201,1.133797403,0.824197162
1.015481372,0.704580052,1.138767734,0.818892313
0.865582047,0.590723081,0.935996593,0.808219989
0.707583141,0.520387543,0.784161034,0.815539906
0.884989309,0.641967581,1.033491999,0.830792743
1.132773293,0.844705074,1.325019629,0.815191008
1.089365824,0.77712591,1.243208379,0.781654316
1.333187308,0.946060657,1.422540337,0.804492143
1.71764441,1.207948189,1.557037631,0.796132973
1.71136303,1.287459764,1.569309369,0.81759527
1.571440366,1.189509647,1.552433077,0.837590931
1.662268622,1.21553758,1.558736953,0.823120689
1.768142223,1.405217191,1.572484318,0.824914056
1.660661007,1.152496617,1.541117146,0.770613997
1.717081473,1.20181086,1.555580158,0.74530831
1.735758155,1.239123699,1.563298352,0.747006198
1.425482725,1.074551035,1.507850167,0.742269847
1.100863278,0.900592401,1.382332398,0.745523539
1.218402538,0.935337466,1.413556977,0.774826514
1.415915421,1.067368803,1.504113961,0.777284827
1.530061308,1.151580398,1.540801339,0.800784526
1.645439018,1.239711513,1.563398237,0.799117385
1.707645433,1.26550137,1.56712815,0.759682911
1.789706911,1.518735998,1.572484318,0.723042056
1.578475204,1.14373886,1.538026943,0.713981689
1.175028823,0.869809525,1.351876502,0.687559234
1.741777568,1.337737887,1.572484318,0.751493335
1.789386625,1.368389583,1.572484318,0.739800853
1.752713585,1.328049612,1.572484318,0.708997257
1.782182832,1.344841593,1.572484318,0.720567722
1.794087206,1.575713165,1.572484318,0.763873096
1.575401365,1.183491016,1.55078276,0.722034521
1.628706362,1.23500423,1.562579619,0.735277629
1.673534863,1.188898002,1.552268691,0.708727815
1.722911115,1.244164152,1.564133217,0.690426969
1.713976131,1.497891274,1.572484318,0.705597111
1.694638813,1.609858614,1.572484318,0.700444865
1.688425691,2.005969191,1.572484318,0.696688377
1.685319599,2.161477027,1.572484318,0.672910983
1.685039255,2.378145954,1.572484318,0.672901435
1.684434689,2.471717419,1.572484318,0.704023183
1.684337928,2.668746075,1.572484318,0.72931204
1.684514573,2.367427302,1.572484318,0.702624351
1.707693814,2.170280175,1.572484318,0.66023524
1.707892023,2.227842888,1.572484318,0.665366125
1.720243634,2.114023818,1.572484318,0.688829737
1.604726033,1.257117408,1.566054966,0.725167329
0.500889341,0.40079677,0.55648154,0.786231591
0.996844631,0.680522547,1.10004861,0.713093097
1.753202077,1.430495263,1.572484318,0.666638894
1.75377589,1.333846963,1.572484318,0.691060198
0.571662168,0.460186473,0.675587072,0.879165404
0.416503732,0.340106384,0.436339886,0.826916502
1.301514694,0.89776499,1.379646185,0.790973444
1.640948836,1.169640605,1.546706475,0.711806573
1.748224153,1.500118842,1.572484318,0.749871829
1.726784729,1.657887608,1.572484318,0.708886891
1.714078142,1.69322775,1.572484318,0.736985065
1.690934342,2.094978624,1.572484318,0.812061275
1.687224434,1.871082074,1.572484318,0.797906272
1.69672648,1.877191034,1.572484318,0.760487838
1.720924146,1.712178077,1.572484318,0.772087108
1.697419182,1.997285194,1.572484318,0.687135085
1.68585647,2.090211652,1.572484318,0.666919826
1.684976248,2.437405385,1.572484318,0.627404924
1.731474621,2.910469522,1.572484318,0.64049737
1.78121335,1.783205602,1.572484318,0.834804756
1.72026051,1.495637606,1.572484318,0.8576565
1.744130202,1.467184655,1.572484318,0.747839768
1.686017738,1.65053879,1.572484318,0.750050972
1.685531497,1.586898211,1.572484318,0.724197985
1.685341914,1.803926408,1.572484318,0.744664562
1.685933354,1.71654016,1.572484318,0.663586676
1.690828206,1.498117322,1.572484318,0.623358927
1.701321862,1.25359279,1.565563844,0.635346257
1.688921121,1.205525667,1.556471258,0.671926751
1.693700085,1.381552319,1.572484318,0.708030018
1.685481617,1.541284476,1.572484318,0.746396434
1.689931857,1.775197479,1.572484318,0.777094033
1.742196302,1.361093192,1.572484318,0.79575543
1.354033979,0.870613855,1.352706599,0.741489194
1.317499142,0.751678756,1.208613954,0.796487212
1.593103315,1.187265512,1.55182626,0.788891541
1.704273624,1.539999455,1.572484318,0.78180077
1.719394165,1.679013076,1.572484318,0.83810732
1.728368341,1.587176685,1.572484318,0.865965828
1.696227113,1.565315882,1.572484318,0.822091956
1.576944473,1.203091116,1.555890357,0.827776612
1.065262481,0.642395846,1.034262624,0.837900506
1.446151065,0.975222845,1.445460296,0.823795184
1.462827839,0.981362671,1.450009662,0.837218567
1.130649621,0.685060975,1.107515091,0.844327462
1.125531058,0.778715506,1.245298584,0.853228591
1.024693887,0.603430771,0.961168101,0.872607044
0.913570458,0.631448876,1.014338811,0.963084647
0.004578417,0.055889726,-0.082180788,1.084062421
0.468154328,0.271881759,0.304140642,1.138647942
1.23006351,0.779572263,1.246421749,1.106780496
1.677982103,1.174214665,1.548095789,1.131891182
1.68995886,1.141201951,1.537101838,1.156802336
1.065642023,0.663126184,1.070717203,1.144091639
0.756974957,0.458596877,0.672385634,1.149618191
0.946521213,0.580578853,0.915419207,1.161037185
0.728378245,0.483487309,0.722572369,1.12635395
0.213593442,0.776816569,1.242800662,1.027072799
-0.539378974,1.439802706,1.572484318,0.908707074
1.777282354,1.422318285,1.572484318,0.916860562
1.789086217,1.513790639,1.572484318,0.884090607
1.764405498,1.419353112,1.572484318,0.855092029
1.789618588,1.486672866,1.572484318,0.819924284
1.791478793,1.498850388,1.572484318,0.853037797
1.759866748,1.327145422,1.570972331,0.809244515
1.781979934,1.322733181,1.570930912,0.787664407
1.792701616,1.623118713,1.572484318,0.844010444
1.79326474,1.824804495,1.572484318,0.782896176
1.792403645,1.488155566,1.572484318,0.775397116
1.759544213,1.295648771,1.569891423,0.76706756
1.662347756,1.104907689,1.522370625,0.732441611
1.748452366,1.206092148,1.556604739,0.768327544
1.618997105,1.048506308,1.493742317,0.792371144
1.397295558,0.832967846,1.311822274,0.839346106
0.813752462,0.501898617,0.740570236,0.872575164
-0.019043279,-0.028295655,-0.215048936,0.904365095
-0.065458579,-0.084650511,-0.297284648,0.799212863
-0.142764814,-0.071304849,-0.278310311,0.796734322
0.393429691,0.186536294,0.144650638,0.794800975
0.659656237,0.455199581,0.665545456,0.696403238
-0.137609402,-0.109947079,-0.33243397,1.102314558
0.940822835,0.652688503,1.052569069,1.539544893
1.159329781,0.924614048,1.404268382,1.386340093
1.614265584,1.049434555,1.494271852,1.230727956
1.366824013,0.833896094,1.3128811,1.201328371
0.962646489,0.898091125,1.379957166,1.330787495
0.90698417,1.066685667,1.503752516,1.339051349
0.674880476,1.107387404,1.523467206,1.401389352
1.082656522,0.967862225,1.439880866,1.420351909
0.677394378,0.459405747,0.674014621,1.323869555
0.256457195,0.167212853,0.109650446,1.22884866
-0.218323685,0.035157913,-0.115819699,1.240713973
-0.067987108,0.446073248,0.64718448,1.301024284
-0.309539639,0.632631541,1.016514026,1.289963898
0.154508496,0.556224263,0.864226776,1.233796033
1.01029305,0.631467714,1.014373501,1.111082018
1.454070812,0.890075966,1.372228409,1.086484809
1.28606768,0.82817727,1.30631626,1.09819849
1.372540956,0.816397374,1.292478875,1.111166977
1.371058605,0.942039007,1.419206684,1.118633187
1.214982912,0.833793737,1.312764472,1.094667911
1.154127583,0.803782055,1.277183848,1.115357162
0.862519647,0.672095691,1.085982117,1.056215565
0.874980394,0.622519768,0.997736666,1.008516428
0.863194159,0.596038832,0.946607498,1.016750506
1.138412602,0.749113252,1.20500631,1.089198646
1.053574693,0.688361588,1.112897455,1.119429699
0.66937862,0.421063892,0.596993188,1.118676718
0.705134497,0.455030272,0.665204638,1.08222342
0.804831917,0.509060196,0.757643072,1.096495261
0.835947782,0.549294406,0.849190262,1.037500118
1.336343468,0.885114039,1.367353427,1.109156116
1.407886724,1.068827445,1.504882183,1.130354312
1.12877554,1.214559402,1.558524303,1.127448547
1.001701979,0.853921962,1.335094926,1.053314979
1.667630588,1.080053116,1.510633812,1.05528765
1.654202984,1.028092572,1.481588789,1.057168079
1.684653713,1.117725225,1.527895276,1.103866155
1.714532879,1.216375272,1.558917568,1.11952194
1.793047216,1.453798368,1.572484318,1.111998444
1.793482076,1.591671992,1.572484318,1.089433134
1.79367016,1.633454265,1.572484318,1.094479221
1.793567211,1.491104171,1.572484318,1.119128539
1.793498953,1.45354849,1.572484318,1.099328042
1.793552022,1.508276756,1.572484318,1.093760062
1.792516533,1.615179811,1.572484318,1.075844202
1.793660221,1.668658687,1.572484318,1.042290681
1.793511142,1.736994521,1.572484318,1.040145179
1.793541896,1.838988076,1.572484318,1.072609605
1.793727729,1.610450967,1.572484318,1.08989871
1.791532612,1.545834706,1.572484318,1.071738814
1.793356063,1.522296021,1.572484318,1.028468556
1.792837568,1.529009591,1.572484318,1.009677698
1.793538895,1.969203542,1.572484318,0.991109513
1.793498203,2.019693414,1.572484318,0.990360901
1.793407443,1.95952026,1.572484318,0.999946073
1.793521268,1.716549693,1.572484318,0.995820619
1.793614841,1.732825122,1.572484318,0.99050606
1.793627968,1.713979649,1.572484318,0.992791542
1.793863681,1.682421039,1.572484318,0.969875229
1.793323809,1.753232049,1.572484318,0.967431804
1.793776296,1.693603588,1.572484318,0.949327092
1.793642594,1.730078961,1.572484318,0.936193379
1.793902123,1.825142431,1.572484318,0.930388971
1.793885996,1.771511268,1.572484318,0.922416728
1.793791486,1.625455673,1.572484318,0.922716917
1.793786985,1.615724731,1.572484318,0.930474901
1.792985897,1.658116152,1.572484318,0.931795247
1.793503454,1.772270434,1.572484318,0.929156497
1.793722478,1.80617531,1.572484318,0.923226996
1.793773109,1.738658104,1.572484318,0.935964232
1.793667159,1.654168035,1.572484318,0.942201366
1.793993633,1.702806405,1.572484318,0.969554974
1.793877558,1.729800487,1.572484318,0.933568384
1.793783047,1.772693933,1.572484318,0.916613452
1.793846804,1.595187078,1.572484318,0.940965818
1.792529659,1.576172523,1.572484318,0.892687501
1.793707851,1.753517559,1.572484318,0.897348603
1.793489015,1.642997288,1.572484318,0.885076942
1.793744793,1.692570941,1.572484318,0.898603247
1.793774609,1.696202455,1.572484318,0.913667231
1.793695475,1.583901945,1.572484318,0.919744156
1.793862931,1.613908861,1.572484318,0.874803359
1.79040055,1.507843498,1.572484318,0.866439981
1.793693225,1.644525152,1.572484318,0.869581204
1.793842304,1.647875922,1.572484318,0.848947298
1.793685536,1.810332907,1.572484318,0.864975285
1.793354562,1.728246523,1.572484318,0.86739654
1.793955191,1.547914753,1.572484318,0.84860471
1.793959692,1.509245402,1.572484318,0.859535796
1.794048201,1.529652101,1.572484318,0.849785076
1.793995133,1.697330424,1.572484318,0.881438263
1.794005072,1.645379412,1.572484318,0.887988209
1.792852195,1.567709808,1.572484318,0.851610322
1.793979006,1.548205029,1.572484318,0.812443186
1.793744793,1.45510722,1.572484318,0.803669253
1.79371779,1.580736824,1.572484318,0.792297027
1.793703163,1.474076611,1.572484318,0.805671538
1.779147247,1.436528193,1.572484318,0.800270078
1.789040275,1.44512867,1.572484318,0.785277136
1.793456011,1.591443675,1.572484318,0.78134992
1.792032729,1.47171582,1.572484318,0.769273423
1.785029208,1.474009886,1.572484318,0.775010997
1.789439694,1.552914582,1.572484318,0.787447074
1.784288876,1.484742837,1.572484318,0.80342004
1.780088226,1.298318902,1.57005421,0.798874483
1.549588209,0.988559201,1.455221802,0.802937472
1.466550687,0.981850625,1.450367155,0.823442078
1.706126141,1.105376579,1.522579003,0.813308475
1.459266822,1.082063941,1.511634229,0.836014898
1.495015947,0.955382399,1.430104955,0.831852224
1.119599217,0.75853735,1.21814983,0.839940011
0.403933285,0.231000499,0.226812467,0.818881795
0.390315066,0.213319761,0.193883048,0.849744781
0.886572359,0.517495223,0.777446164,0.829450065
1.302484738,0.905442439,1.386888657,0.867832502
1.509369154,1.081009733,1.51111087,0.93190982
1.220652974,0.839638521,1.319373536,0.891812503
1.469978564,0.968231028,1.440163696,0.906492634
1.160098803,0.768087409,1.231166323,0.93536078
1.494588025,1.021022002,1.477150099,0.94483251
1.001175046,0.65468276,1.056068727,0.976232277
1.436940987,0.936382142,1.4144455,0.981257165
1.394309291,0.885849375,1.368080262,0.96800451
0.972248297,0.622793476,0.998250305,1.061524783
0.368688871,0.226704913,0.218782109,1.137887518
1.055139178,0.667900192,1.078879704,1.117704138
0.122436369,0.071057159,-0.05712529,1.114354968
0.476476495,0.284729707,0.328757227,1.252047037
0.548149609,0.317993433,0.393111352,1.203224659
0.941581731,0.522795994,0.789723301,1.242360077
1.015396988,0.625865772,1.003995193,1.24016894
0.934390877,0.512405066,0.765535261,1.231347268
0.941126994,0.48293263,0.721452804,1.148203338
0.584219583,0.366163367,0.487677982,1.19540421
1.128367683,0.672319469,1.086359086,1.160485679
0.618557522,0.387095923,0.529193413,1.176928428
-0.022602608,-0.017121617,-0.198065542,1.139585406
0.763333783,0.454364839,0.663865191,1.16078781
1.553764294,0.932231807,1.410898427,0.942449447
1.687550907,1.135630876,1.535022831,0.81711691
1.337486407,0.969201943,1.440906625,0.758252199
0.011626381,-0.030899856,-0.218973848,0.879017009
0.468265716,0.309845506,0.377269494,1.019785732
1.293998116,0.833229752,1.312121287,0.981590043
1.67834083,1.133641384,1.534264536,0.907576551
1.742851499,1.267669475,1.567383967,0.87976999
1.774872901,1.677235334,1.572484318,0.947853981
1.647100451,1.15098532,1.540595291,0.818810753
1.426620226,0.94203651,1.419204602,0.738327743
0.694355997,0.45983265,0.674874423,1.172411515
0.483871654,0.308135396,0.373950788,1.093381549
1.688597085,1.596086503,1.572484318,0.935878302
1.793771608,1.8693209,1.572484318,0.791104848
1.467456224,1.060098511,1.500212826,0.880117756
1.231955406,0.846137617,1.326602135,0.754107649
1.27717395,0.846780355,1.327310171,0.742824428
1.689206152,1.154928671,1.541946984,0.894380049
1.44740314,0.963295201,1.436349702,0.831503325
0.952567629,0.677288432,1.094681371,0.821433482
1.138892654,0.835849726,1.315101046,0.788881993
1.013113361,0.661819828,1.068468576,0.90385712
0.739711431,0.376255395,0.50766531,1.150633169
-0.112812608,-0.06231208,-0.265352855,1.451755721
-0.228820528,-0.133939789,-0.364813529,1.494009058
-0.462170109,-0.210629626,-0.462381537,1.486443325
0.582578215,0.269604034,0.299791451,1.37549073
1.078304543,0.581562024,0.917432523,1.264693003
1.174713038,0.708697024,1.145183655,1.283711876
-0.180341797,-0.111179902,-0.334120184,1.328009897
1.194763122,0.680253831,1.099604138,1.176753332
1.124408184,0.63300511,1.017199963,1.11234087
1.366695749,0.824878926,1.30248472,1.262843483
0.882542165,0.508254731,0.755734824,1.31295012
0.932877772,0.604994267,0.964219038,1.345487854
0.62607485,0.36274451,0.480919447,1.219492474
0.362679397,0.117618887,0.0220041,1.096819886
1.482825605,1.239106904,1.563295489,0.999515451
1.793455074,1.425514498,1.572484318,1.090928415
0.656138349,0.388650568,0.532285473,1.02453066
-0.443735235,-0.280508417,-0.543848426,1.04213468
-0.247240448,-0.13110591,-0.361036587,1.157540428
-0.063438513,-0.022715275,-0.206596352,1.312059263
0.205714387,0.203206626,0.175198665,1.481817017
-0.010405421,0.077839383,-0.045803509,1.631620861
-0.6957656,-0.482439878,-0.741396031,1.577817935
-0.50561091,-0.280153118,-0.543451534,1.522038455
-0.312166475,-0.082775064,-0.294636423,1.418369852
-0.33787237,-0.092649783,-0.308513873,1.251360891
-0.305620645,-0.0975569,-0.315349746,1.239820041
-0.278714103,-0.093393743,-0.309552811,1.258171701
-0.467219431,-0.215367321,-0.468123985,1.11790982
-0.374236985,-0.105021352,-0.325672125,0.892634422
0.136675938,0.27356713,0.307361701,0.762674768
0.571007815,0.501136273,0.738738718,0.654946251
0.773987957,0.576653432,0.907339978,0.654647194
0.967317254,0.721878824,1.165320782,0.638764366
1.118407898,0.797432749,1.269296943,0.604932988
0.828216305,0.552874401,0.856984519,0.574872663
0.430648791,0.216824861,0.200384845,0.617372139
0.157398846,0.080938346,-0.040606475,0.720253777
0.413219402,0.283882936,0.327130504,0.761016041
0.943305984,0.602055648,0.958476449,0.818770296
1.088608428,0.7266955,1.172526307,0.80992435
0.86858219,0.559684653,0.871656489,0.801428274
1.20836437,0.784381903,1.252682745,0.78406392
1.420727576,0.914830679,1.395524429,0.748063575
1.632808002,1.047973416,1.493437419,0.745900111
1.604749098,1.039389507,1.488435128,0.753530736
1.552313447,0.970408439,1.441826475,0.774659023
1.559752391,0.972769229,1.443615688,0.795785045
1.466369354,0.931762918,1.410494811,0.795742646
1.688169913,1.071321459,1.50618455,0.838175288
1.747546641,1.136656715,1.535410563,0.838098905
1.718930989,1.124748135,1.530772276,0.834964965
1.564344022,1.029296571,1.482332788,0.843629665
1.555401912,1.067582822,1.50422698,0.817173226
1.164943774,0.857344223,1.338772058,0.812357256
1.142815212,0.793741546,1.264653122,0.843263774
1.282665117,0.87554242,1.357752414,0.887217103
1.199897062,0.797780218,1.269731856,0.9089202
1.05315521,0.69468956,1.123104957,0.885390886
1.114582851,0.718508989,1.160231301,0.927608136
0.90466604,0.64623684,1.041142218,0.950063081
0.671752819,0.517243529,0.77686001,0.967420153
0.733032132,0.564006793,0.880863291,0.965499429
1.128992126,0.775219711,1.240691003,0.925860406
1.221938803,0.839052975,1.318716057,0.920161994
1.055649984,0.760802819,1.221265034,0.916158395
0.841573964,0.668514107,1.079923114,0.880407426
0.749080525,0.637465012,1.025346622,0.865135494
0.923122385,0.734320295,1.183767503,0.86520864
1.04060464,0.813203657,1.288653635,0.864044133
1.015529752,0.804169922,1.277661522,0.866172643
0.862469766,0.663214243,1.070868545,0.885652884
0.911027303,0.710696048,1.1482771,0.876207531
0.960586387,0.710922095,1.148626007,0.8400206
0.755111565,0.540710269,0.83027036,0.872057641
0.522155308,0.404549478,0.563970311,0.88411925
0.495943671,0.384266696,0.523569285,0.86019864
0.712742397,0.519038974,0.781034944,0.852289024
0.907378151,0.627545923,1.007120981,0.825702153
0.759342968,0.500556856,0.737344852,0.829370608
0.533396234,0.370093782,0.495455726,0.821772833
0.473252078,0.353464755,0.462608381,0.815006525
1.055503343,0.6980165,1.128413054,0.804487936
1.236132241,0.8304643,1.308953536,0.848376696
0.904089976,0.583644568,0.92168362,0.79405738
0.95196625,0.607841197,0.969748689,0.767907442
1.112326978,0.702512034,1.135521976,0.81675636
1.241226803,0.733287648,1.182256867,0.854264769
0.670676826,0.441063207,0.637114423,0.783904844
0.132922243,0.11960157,0.025444121,0.719833836
0.122276602,0.067734304,-0.062645843,0.796945344
0.085125103,0.086165811,-0.031806393,0.977945053
0.340411881,0.250808264,0.264081221,1.037593492
0.419149743,0.315198931,0.387672591,1.03012615
0.914924545,0.5616022,0.875751153,1.012073384
0.557394284,0.34321522,0.442443331,1.03260987
-0.261330094,-0.18107265,-0.425818872,1.070320887
-0.73388501,-0.632542543,-0.857863308,1.167385494
-0.587718588,-0.403298014,-0.669972732,1.18159487
-0.499191844,-0.310809467,-0.577053215,1.208356676
0.034497619,0.104733491,-0.0002158,1.254128941
0.11632779,0.140765279,0.062503127,1.221733453
0.025053985,0.041673804,-0.105324496,1.200608403
0.150292469,0.099501714,-0.009168879,1.174726611
-0.068182973,-0.052944493,-0.251705671,1.133867898
0.025227629,0.036063578,-0.114365235,1.135588119
0.070032315,0.045189003,-0.099632883,1.116367933
-0.15853202,-0.061086974,-0.263576786,1.108866607
-0.455780577,-0.210549851,-0.462284567,1.00817384
-0.54249116,-0.27814286,-0.541202643,0.908978619
-0.584781452,-0.29912841,-0.564403234,0.81275179
-0.6361623,-0.379393136,-0.646858742,0.816888896
-0.708145057,-0.509712207,-0.764303139,0.829815955
-0.816052565,-0.68643879,-0.894514464,0.756286002
-0.904322383,-0.886605729,-1.006389752,0.717520844
-0.972968155,-1.088940149,-1.062719344,0.630381892
-0.872273825,-0.808212647,-0.969288361,0.833257529
-0.889883544,-0.853044577,-0.990434324,0.91524116
-0.890622979,-0.818911328,-0.971817722,1.00523927
-0.916956751,-0.870556574,-0.999050374,0.695719033
-0.898597688,-0.850759249,-0.989263142,0.913020247
-0.869225442,-0.780642893,-0.9532237,0.952247906
-0.882921858,-0.804157975,-0.966954214,0.92033709
-0.955853026,-1.004680212,-1.044010918,0.942041158
-0.97402898,-1.35662296,-1.062719344,1.125414383
-0.97402898,-1.139235577,-1.062719344,1.721565892
-0.97402898,-1.028883026,-1.048161884,1.633728172
-0.97402898,-1.08705988,-1.062719344,1.686078863
-0.97402898,-1.338977911,-1.062719344,1.762262455
-0.97402898,-1.244618372,-1.062719344,2.226471121
-0.97402898,-1.110253422,-1.062719344,2.325029876
-0.97402898,-1.247514096,-1.062719344,-1.093862236
-0.97402898,-1.340577635,-1.062719344,-0.393270108
-0.97402898,-1.540607209,-1.062719344,0.029225561
-0.97402898,-1.569027408,-1.062719344,0.255246657
-0.97402898,-1.431950781,-1.062719344,0.260283197
-0.97402898,-1.493164951,-1.062719344,2.042966492
-0.97402898,-1.478905681,-1.062719344,1.893217992
-0.97402898,-1.572198657,-1.062719344,1.656231826
-0.97402898,-1.4042242,-1.062719344,1.480804304
-0.97402898,-1.376955502,-1.062719344,1.373244572
-0.97402898,-1.19791718,-1.062719344,1.245776081
-0.97402898,-1.256456198,-1.062719344,1.0176446
-0.97402898,-1.352041354,-1.062719344,0.976845277
-0.97402898,-1.205466116,-1.062719344,0.899122873
-0.97402898,-0.866454978,-0.997089228,0.779203447
-0.843701232,-0.668857004,-0.882823917,0.737099638
-0.690774972,-0.473562515,-0.733757535,0.789544836
-0.617895115,-0.388061813,-0.655326827,0.810905345
-0.545365008,-0.306410843,-0.572311864,0.841953947
-0.409817201,-0.176107432,-0.419550587,0.926682325
-0.463055722,-0.232466146,-0.488581256,0.963558638
-0.582667672,-0.345747217,-0.613038363,0.966363746
-0.643932171,-0.386538034,-0.653845468,0.961502303
-0.585392371,-0.341368679,-0.608523422,0.955268406
-0.556086736,-0.303245495,-0.568883343,0.946462593
-0.637593106,-0.413708461,-0.679808229,0.943132518
-0.556472513,-0.287190326,-0.551279923,0.970549724
-0.450489354,-0.178362802,-0.422402401,0.957858123
-0.269154675,-0.049514515,-0.246670053,0.934276863
-0.293198526,-0.104361252,-0.324762967,0.932335101
-0.199509362,0.005723038,-0.162609195,0.956486963
-0.201959554,0.009088107,-0.157301132,0.903800966
-0.114208981,0.059386656,-0.076436911,0.914480735
0.010989655,0.135406975,0.05306261,0.966824144
0.145158622,0.214520356,0.196108606,0.975311643
0.361907468,0.339699907,0.435542323,0.96822508
0.450436908,0.410943948,0.576744314,0.988566403
0.375236811,0.37137086,0.497984681,1.016873494
0.397414505,0.376899041,0.508941872,1.008494095
0.306314344,0.319082139,0.395231751,1.001360926
0.275557862,0.280386687,0.32042027,1.003151055
0.180922937,0.220048083,0.206375371,1.023974946
0.347051988,0.296402707,0.351242092,1.034299343
0.484196533,0.403976416,0.562826343,1.093132336
0.204836509,0.199319333,0.168046944,1.083893798
0.142523301,0.171684102,0.117708817,1.046728946
0.089135326,0.176424748,0.126279481,1.026459799
-0.000825834,0.118390649,0.023342474,1.0054545
0.061714649,0.140990192,0.06290023,1.008759168
0.137179806,0.157833464,0.092827353,1.000108385
0.194276096,0.222353496,0.210666854,0.982551943
0.196888352,0.235889801,0.235975634,0.975674298
0.202778845,0.286343133,0.331858416,0.925912352
0.19299111,0.245738987,0.254506647,0.892707568
0.078838379,0.129538587,0.042767978,0.895235952
-0.019027902,0.07243319,-0.054834065,0.902302449
0.04171679,0.145602608,0.071058669,0.895788429
-0.007286202,0.085226215,-0.033391222,0.920289351
-0.037565632,0.097736454,-0.012180649,0.907337856
-0.042132697,0.082423769,-0.038110129,0.905318579
-0.089174786,0.021362198,-0.137801088,0.917771486
-0.057388347,0.060494652,-0.074612841,0.898343353
-0.003940459,0.101579264,-0.005618404,0.89349874
0.027474971,0.137777524,0.0572344,0.910045544
0.109228445,0.192335914,0.155242106,0.911291612
0.23863917,0.281247756,0.322071934,0.883391676
0.385327204,0.377858836,0.510845857,0.894292015
0.165323187,0.224138728,0.213993865,0.876074024
0.012554983,0.141986981,0.064660959,0.820947677
0.048876141,0.173356537,0.120729302,0.807072474
0.105268947,0.206863333,0.181941567,0.801559839
0.124199907,0.214599109,0.196254647,0.797403476
0.066320156,0.175600899,0.124788074,0.831340041
-0.143837807,0.013761574,-0.149892203,0.854806728
-0.088895192,0.067073864,-0.063741007,0.843314588
-0.071399796,0.034295255,-0.117203797,0.859298234
-0.072501199,0.014707297,-0.148387669,0.883796891
0.083487579,0.14677801,0.073142214,0.873818157
0.183052047,0.230512091,0.225898461,0.846259838
0.410702406,0.36519631,0.485765606,0.844549165
0.644018139,0.479282052,0.714085613,0.851660165
0.732098092,0.553139485,0.857559411,0.843297758
0.930161911,0.680206171,1.099525276,0.838283388
0.988710548,0.707766507,1.143738835,0.849484887
1.118691242,0.741312339,1.193899448,0.846309681
1.377565759,0.885340087,1.367577024,0.855496111
1.405614724,0.900418553,1.382167872,0.859062776
1.51374101,0.960874948,1.43445675,0.844969106
1.559527367,1.0640607,1.502353797,0.862838361
1.623981967,1.068572801,1.504748417,0.863264613
1.450381718,0.980577405,1.449433094,0.814022293
1.363841685,0.955118223,1.429893683,0.799695269
1.053116768,0.73558648,1.185614754,0.825552625
1.293843786,0.907667511,1.388957238,0.836479341
