LV ActivePower (kW),Wind Speed (m/s),Theoretical_Power_Curve (KWh),Wind Direction (бу)
1.532637467,1.184300112,1.551008862,0.737773
1.482920865,1.140666564,1.536904879,0.738772119
1.571345106,1.270651216,1.567721257,0.716643742
1.424990296,1.161987213,1.544286107,0.715214163
1.303290515,1.094531739,1.517636521,0.694030693
1.365664198,1.099888796,1.520110152,0.703822841
1.358550227,1.089531911,1.515270844,0.726637365
1.34661585,1.177788987,1.549151788,0.702856572
1.462550496,1.185106938,1.551233015,0.682306331
1.410686408,1.147168157,1.539256044,0.666114899
1.271467134,0.994549237,1.459461973,0.684799761
1.211353074,0.93255068,1.411172574,0.679939127
1.01262412,0.785650357,1.254321504,0.692312576
0.748526027,0.572460657,0.89863806,0.703920261
0.865283326,0.688773512,1.113566377,0.749052985
0.875935062,0.694373184,1.122598088,0.752192266
0.975455838,0.797375556,1.26922532,0.752607028
0.869119811,0.700572473,1.13246384,0.75909111
0.497702521,0.441815791,0.638626644,0.7014524
-0.013346401,0.085784753,-0.032449292,0.676136032
0.030843029,0.130661676,0.044734523,0.708777658
-0.381566136,-0.149724995,-0.385622722,0.650146302
-0.112328711,-0.000876599,-0.172955274,0.653625905
-0.29765022,-0.138210296,-0.370481425,0.757651012
-0.023508896,0.073507597,-0.053043004,0.787023896
0.094828359,0.172218128,0.118672918,0.78243497
-0.433748681,-0.213991971,-0.466460288,0.856655277
0.169681261,0.198400617,0.166359207,0.949501056
0.344753078,0.330194105,0.416921402,0.893712028
0.377087172,0.354794261,0.46522872,0.880214366
0.329809276,0.324698378,0.406183472,0.855724125
0.494939779,0.435695483,0.626333525,0.920193873
0.395147942,0.291258988,0.341320474,0.919730401
-0.30133486,0.377585808,0.510304193,0.936732101
-0.246756832,-0.12206026,-0.348895969,0.898994544
-0.274024914,-0.115298349,-0.339735478,0.918079119
-0.285123887,-0.110742445,-0.333522126,1.010605613
-0.308380574,-0.194516129,-0.442607317,1.064292833
0.383383178,0.31732051,0.39180117,0.964805839
0.055737428,0.111545218,0.011500804,0.979460562
0.639937315,0.559598637,0.871472439,1.040254412
0.903187439,0.729041992,1.176007221,1.013477556
-0.000521676,0.087361639,-0.029787428,1.058130949
-0.119742247,-0.047462838,-0.243647961,1.061073934
0.036907072,0.080581799,-0.041205168,1.132492369
-0.178958457,-0.085814565,-0.298925378,1.105639292
-0.451382749,-0.255406009,-0.515374795,1.259421005
-0.480309639,-0.296093675,-0.561085905,1.292372368
-0.866444523,-0.823957909,-0.974721955,1.344406041
-0.774811722,-0.597360475,-0.832569659,1.361100108
-0.7683221,-0.581083797,-0.820476405,1.330609323
-0.587835273,-0.365524796,-0.633103885,1.28710037
-0.581758572,-0.341769141,-0.608937466,1.352103501
-0.832460084,-0.672713999,-0.885409932,1.281880319
-0.78763858,-0.637199782,-0.861127885,1.275048309
-0.745311816,-0.581292483,-0.820633071,1.305785071
-0.790915914,-0.654311996,-0.872961138,1.303607851
-0.794993445,-0.625434979,-0.8528441,1.271025615
-0.847316138,-0.723295902,-0.918239633,1.275986905
-0.8296313,-0.667528634,-0.881930456,1.323342484
-0.864215535,-0.727544167,-0.920909179,1.295723643
-0.896169858,-0.805723173,-0.967856384,1.271469992
-0.945082658,-0.962160789,-1.033785065,1.331915914
-0.952868264,-0.93095447,-1.023901063,1.327725729
-0.929267113,-0.890573307,-1.008122032,1.295316486
-0.948112875,-0.946199465,-1.028981226,1.300550293
-0.901310725,-0.78210006,-0.954084386,1.340264566
-0.875896572,-0.720085844,-0.91621379,1.360731142
-0.865258595,-0.706167346,-0.907341918,1.345687224
-0.850222193,-0.679947637,-0.890227304,1.356503737
-0.892136336,-0.774616999,-0.949650268,1.368168708
-0.866219779,-0.700363188,-0.903599232,1.386922347
-0.91238832,-0.784899216,-0.955734012,1.352792884
-0.837569834,-0.661452583,-0.877825121,1.300319042
-0.756139962,-0.505965173,-0.761205035,1.30494616
-0.806203266,-0.580743478,-0.820220827,1.30093625
-0.871576787,-0.694653329,-0.89989216,1.29977498
-0.862070744,-0.686865012,-0.894794797,1.273018352
-0.752017507,-0.513129816,-0.767115427,1.235726305
-0.739931145,-0.475600121,-0.73551883,1.224589537
-0.720296912,-0.426948248,-0.692119064,1.220784176
-0.781376539,-0.561173903,-0.8053322,1.15531547
-0.79905731,-0.592472876,-0.828964924,1.116089914
-0.563657367,-0.295169399,-0.56007303,1.065799766
-0.362066332,-0.129180193,-0.358462821,1.106770948
-0.41778547,-0.146503476,-0.381407223,1.050683835
-0.448894772,-0.175818064,-0.419184146,1.052619285
-0.427992407,-0.15473549,-0.392147508,1.010877159
-0.367093573,-0.100039112,-0.318792467,1.005535252
-0.377344202,-0.104976868,-0.32561088,0.995212797
-0.245402277,-0.060900644,-0.263306429,1.012016259
-0.225479848,0.016301773,-0.145847018,0.981694098
-0.309377809,-0.032980357,-0.222100531,0.991277166
-0.379484,-0.08111341,-0.292285134,0.947985546
-0.307955465,-0.024437753,-0.209211537,0.90324946
-0.004510334,0.176906347,0.127151698,0.853113047
0.355222825,0.399716689,0.554327283,0.855666838
0.431286267,0.479046018,0.713609347,0.843247915
0.560594887,0.567139005,0.887484836,0.817792537
0.667392402,0.642431478,1.034326708,0.84035364
0.831494542,0.841830229,1.321825368,0.791128151
0.858196921,0.761362038,1.222031372,0.751287653
1.081141168,0.92911412,1.408203743,0.729702205
1.11903853,0.944330576,1.421111427,0.686026732
1.434418647,1.117361189,1.527743262,0.68517083
1.501865702,1.154386021,1.54176289,0.691376084
1.235980162,0.948621396,1.424640928,0.75577382
1.038123741,0.826775593,1.304692052,0.775890203
1.079972914,0.885837573,1.368068609,0.770652188
1.171508685,0.939273554,1.416889654,0.776964572
1.25527435,1.001562387,1.464313969,0.717958748
1.251025319,0.958042998,1.432222685,0.694391243
1.320680618,1.031750186,1.483838359,0.78982593
1.258547148,0.983628367,1.451664553,0.884600847
1.247870097,1.017240697,1.474727336,0.900741304
1.043572529,0.895359035,1.377342866,0.857671388
0.877088689,0.784641313,1.253018308,0.788259445
1.097353829,0.873000973,1.35515922,0.784251639
0.874625418,0.734439447,1.183941571,0.739355344
1.083509928,0.897917504,1.379791649,0.751506119
1.201758017,0.940020919,1.41751782,0.733496885
1.261419027,0.95755527,1.431835842,0.722928615
1.495340733,1.21202499,1.557964574,0.682830327
1.492159445,1.248483342,1.564809731,0.664148701
1.544226994,1.253635684,1.565569963,0.726717954
1.336733699,1.130047999,1.532873687,0.73888022
1.455610919,1.152256271,1.541034471,0.719646117
1.593132568,1.263866382,1.566929344,0.718632271
1.604682903,1.234356953,1.562463703,0.711389707
1.390570879,1.072687504,1.506891941,0.740004432
1.156641485,0.911420446,1.392415428,0.770442137
0.95330121,0.752794696,1.210176272,0.791254376
0.975657798,0.7670593,1.229779557,0.790641375
0.870553032,0.717426185,1.158587447,0.785787376
0.90945738,0.795562182,1.26694904,0.766020863
0.700502924,0.599208719,0.952879152,0.78421458
0.48168957,0.450461432,0.656010254,0.810955187
0.603683571,0.566193963,0.885491463,0.796952788
0.604943335,0.646860287,1.042253463,0.759933257
0.535735836,0.543101245,0.835573067,0.815496537
0.451215775,0.465799763,0.686896631,0.823795184
0.491990267,0.498004969,0.731187152,0.809801361
0.60442634,0.588516847,0.931558062,0.800830161
0.751771072,0.673066833,1.08761671,0.802667059
0.812554205,0.717107312,1.158102564,0.818665432
0.7270626,0.648552466,1.045262048,0.789438839
0.577728555,0.553941999,0.859297958,0.796626059
0.456707599,0.45201063,0.659127292,0.835434749
0.343287604,0.380555067,0.516196987,0.822222388
0.322490907,0.368039835,0.491390203,0.824081618
0.313642557,0.366918221,0.48917108,0.821467304
0.229542731,0.282597233,0.324661701,0.827895393
0.053913977,0.183116756,0.138424232,0.831278547
-0.013664342,0.121695461,0.029083097,0.834663805
-0.051868863,0.133938913,0.050482864,0.805072293
-0.193880086,0.06176027,-0.072526861,0.763669518
-0.310136564,-0.050763905,-0.248506721,0.737292698
-0.396077281,-0.120607404,-0.34693392,0.72961854
-0.242453139,-0.053413951,-0.252393271,0.76267056
-0.362511365,-0.14761465,-0.382863048,0.799025144
-0.470023005,-0.244135514,-0.502303769,0.784692779
-0.686285118,-0.454979856,-0.717470592,0.78124182
-0.685427094,-0.489872556,-0.747721986,0.806550744
-0.778840556,-0.642482965,-0.864808229,0.860908089
-0.920361605,-0.065307324,-0.269684156,1.004805574
-0.624967387,-0.142297424,-0.375879313,0.948498862
-0.418993853,-0.216270604,-0.469215162,1.000000123
-0.615349218,-0.096352788,-0.313676039,1.114996612
-0.97402898,-0.170112063,-0.411932771,1.080527635
-0.97402898,-0.001189004,-0.173442927,1.035175474
-0.97402898,0.266921874,0.294675911,1.023192189
-0.97402898,0.373609095,0.502419072,1.026932819
-0.97402898,0.099387555,-0.009363788,1.076349102
-0.679848729,0.013488092,-0.150326949,1.096439107
-0.380401117,-0.207877337,-0.459030673,1.113102427
-0.436727588,-0.243885182,-0.502011415,1.287491668
-0.302388351,-0.151823992,-0.388360768,1.284694975
-0.745067171,-0.543665992,-0.791685195,1.252802122
-0.826989555,-0.698114853,-0.902142522,1.216563244
-0.545381791,-0.322538979,-0.589566025,1.240785177
-0.781853908,-0.677255604,-0.888439434,1.033495548
-0.818912291,-0.682333165,-0.891806757,1.26821727
-0.803553599,-0.676407245,-0.8878748,1.082007057
-0.713874493,-0.485501961,-0.744009793,0.928284735
-0.472022632,-0.221320363,-0.47529375,0.942846085
-0.528359932,-0.292228851,-0.556842742,0.969387483
-0.509274408,-0.285104719,-0.548966998,0.950452436
-0.581394946,-0.30939247,-0.575528729,0.976618234
-0.856028454,-0.704120889,-0.90602523,1.330070601
-0.556863962,-0.397346334,-0.664287419,1.081430144
-0.360237818,-0.167232225,-0.408254437,1.088153083
-0.340156418,-0.227696563,-0.482916862,1.096887692
-0.812298777,-0.70215693,-0.904758629,1.215612996
-0.447503884,-0.321350526,-0.588306858,1.106399717
-0.176399269,-0.048984007,-0.245889339,1.105456914
-0.161741061,-0.008059286,-0.184119742,1.060457858
0.089679136,0.134414839,0.051318863,1.06500115
0.400105145,0.342776969,0.441582561,1.075573789
0.673866552,0.607534807,0.969155173,1.049736662
0.53094909,0.53575969,0.819209813,0.983508663
0.43873515,0.537946633,0.824109389,0.904952689
0.491776024,0.526479254,0.798178517,0.909243692
0.586798836,0.587787867,0.93008701,0.910969252
0.629733941,0.625601596,1.003502691,0.89943261
0.396535783,0.45023947,0.655563709,0.901682004
0.474379639,0.510828633,0.761822147,0.90875368
0.34617711,0.368478767,0.49225882,0.93556015
-0.439049281,-0.222618321,-0.476850245,0.984191573
-0.661853051,-0.427492714,-0.692620642,1.127624453
-0.643504272,-0.391325887,-0.658489812,1.231164889
-0.454733415,-0.215241815,-0.467972278,1.201673062
-0.073738554,0.068924686,-0.060670165,1.130331009
0.111174722,0.208230966,0.184467262,1.144342956
-0.071392858,0.076396967,-0.048217394,1.148761317
-0.25837444,-0.095226635,-0.312108529,1.206017144
-0.016154523,0.119122467,0.024612353,1.237270457
-0.075362295,0.046103974,-0.098148031,1.196532629
-0.101252147,0.065090273,-0.067026088,1.190779196
0.051637382,0.125464623,0.035648979,1.202468603
-0.120906656,0.021325091,-0.137859768,1.213553425
-0.199673724,-0.002775422,-0.175916369,1.254596621
-0.540477001,-0.309491763,-0.575635644,1.328544411
-0.614316143,-0.361589615,-0.629153872,1.285631467
-0.425488396,-0.184901275,-0.430627284,1.280092293
-0.474240486,-0.226342206,-0.481302509,1.310184174
-0.825448698,-0.663008022,-0.878878984,1.310524658
-0.847774228,-0.68157468,-0.891305059,1.315445653
-0.865556003,-0.71858964,-0.915266973,1.248711622
-0.830140231,-0.634534871,-0.859262205,1.138438862
-0.708873341,-0.50117993,-0.757225968,1.083784564
-0.500533179,-0.249051256,-0.508026805,1.170953292
-0.396421429,-0.158289386,-0.396752216,1.188929514
-0.536153759,-0.300452014,-0.565846103,1.16635676
-0.425044488,-0.197036924,-0.445725751,1.129193042
-0.112578301,0.04004642,-0.107952451,1.153876343
-0.043611204,0.031921641,-0.121005609,1.201020899
-0.284723437,-0.11046851,-0.333147465,1.218479599
0.010184629,0.124459438,0.03389601,1.167331444
0.000749527,0.158368852,0.093784647,1.150668124
-0.180679803,0.01589121,-0.146501696,1.084920428
-0.068396559,0.188159706,0.147611418,1.031837793
-0.225772802,0.008739049,-0.15785277,1.000664099
-0.476024042,-0.276145198,-0.538962279,1.106111342
-0.746921868,-0.506158425,-0.761365197,1.308136254
-0.570275487,-0.234847135,-0.491396833,1.144092772
-0.406089244,-0.048296219,-0.244876422,1.06633962
-0.384702607,-0.089566933,-0.304198876,1.047507496
-0.397690147,-0.165618799,-0.406188198,1.098272768
-0.844163389,-0.682492148,-0.891911857,1.354926734
-0.953528325,-0.941832786,-1.027575214,1.293078581
-0.855733882,-0.716338809,-0.913839518,1.242797009
-0.675075321,-0.432774875,-0.697467666,1.234648699
-0.794128506,-0.622226282,-0.850563384,1.357767929
-0.973592299,-1.078097068,-1.062719344,1.482173359
-0.97402898,-1.047525204,-1.050533278,1.347871888
-0.784417467,-0.539061973,-0.788043975,1.351580638
-0.502479737,-0.250575943,-0.509794972,1.374704898
-0.427308753,-0.201902849,-0.451719062,1.365630776
-0.348437658,-0.124881997,-0.352697068,1.334625706
-0.243901971,-0.055402534,-0.255301579,1.404642073
-0.417837179,-0.202333837,-0.452248243,1.440032654
-0.635412123,-0.352412331,-0.619860271,1.413797756
-0.103926567,0.037017699,-0.112831447,1.375386837
-0.414853397,-0.188256584,-0.434823434,1.413492388
-0.421745672,-0.202667688,-0.452657971,1.45764525
0.510462739,0.441662596,0.638318805,1.611240053
0.566608955,0.402611959,0.560103123,1.579866017
1.059206126,0.738061429,1.189209544,1.565733023
0.946002906,0.704446829,1.138559103,1.703662654
0.414276268,0.315068658,0.387419188,1.576443701
0.205507083,0.143156255,0.06672805,1.512696186
-0.176849319,-0.073007809,-0.280748384,1.456708596
-0.812433968,-0.626375028,-0.853510528,1.54476802
-0.273945359,-0.055599191,-0.255588811,1.284002517
-0.692036541,-0.465716325,-0.726930201,1.545369368
-0.855551694,-0.705475473,-0.906897122,1.684633425
-0.90084725,-0.761430773,-0.941749407,1.782602483
-0.972427723,-1.06996934,-1.062719344,1.757292749
-0.97402898,-0.98026582,-1.038596348,2.011485003
-0.97402898,-1.314389585,-1.062719344,2.081456706
-0.97402898,-1.127654948,-1.062719344,-1.234451858
-0.97402898,-1.312178756,-1.062719344,-1.073200517
-0.97402898,-1.078172474,-1.062719344,-0.917916322
-0.97402898,-1.33435968,-1.062719344,-0.44696194
-0.97402898,-1.461972676,-1.062719344,-0.246393632
-0.97402898,-1.25456356,-1.062719344,-0.367711081
-0.97402898,-1.24481066,-1.062719344,0.622390554
-0.97402898,-1.062242811,-1.062719344,0.815707559
-0.97402898,-1.161376501,-1.062719344,0.887509848
-0.97402898,-1.219931519,-1.062719344,0.855541746
-0.97402898,-1.145843102,-1.062719344,0.7087194
-0.97402898,-1.163537627,-1.062719344,0.749300095
-0.97402898,-1.10358496,-1.062719344,0.782871902
-0.97402898,-1.033830655,-1.048861311,0.733232783
-0.97402898,-1.087730249,-1.062719344,0.742997259
-0.97402898,-1.123503649,-1.062719344,0.631271617
-0.97402898,-0.893713236,-1.009469877,0.589207131
-0.936635409,-0.810916595,-0.97083964,0.587649223
-0.947522818,-0.907076033,-1.014977967,0.533606793
-0.973333147,-1.051579423,-1.050953854,0.768009393
-0.97402898,-1.100161621,-1.062719344,0.857503736
-0.97402898,-1.074125178,-1.062719344,0.83790795
-0.97402898,-1.182503671,-1.062719344,0.866339163
-0.97402898,-1.400700916,-1.062719344,0.435429626
-0.97402898,-1.397674039,-1.062719344,-0.95803413
-0.97402898,-1.329878983,-1.062719344,-0.310722834
-0.97402898,-1.367826588,-1.062719344,-0.340692374
-0.97402898,-1.286366034,-1.062719344,-0.027140461
-0.97402898,-1.153414393,-1.062719344,0.208394684
-0.97402898,-1.226188,-1.062719344,0.21318735
-0.97402898,-1.178571043,-1.062719344,0.096840901
-0.97402898,-1.258819088,-1.062719344,0.021323389
-0.97402898,-1.236631015,-1.062719344,-0.282113207
-0.97402898,-1.279980301,-1.062719344,-0.414089872
-0.97402898,-1.288074441,-1.062719344,-0.253859275
-0.97402898,-1.204898273,-1.062719344,-0.205861081
-0.97402898,-1.135578985,-1.062719344,-0.364208984
-0.97402898,-1.226270839,-1.062719344,-0.314692125
-0.97402898,-1.278821807,-1.062719344,-0.599165436
-0.97402898,-1.164276084,-1.062719344,-0.751266495
-0.97402898,-1.158802769,-1.062719344,-0.566140037
-0.97402898,-1.28392717,-1.062719344,-0.56865418
-0.97402898,-1.420321413,-1.062719344,-0.814337573
-0.97402898,-1.519422733,-1.062719344,-1.206379415
-0.97402898,-1.586542143,-1.062719344,-1.202152829
-0.97402898,-1.546721219,-1.062719344,1.916678367
-0.97402898,-1.543818416,-1.062719344,2.427641425
-0.97402898,-1.540457617,-1.062719344,-1.285850994
-0.97402898,-1.623222385,-1.062719344,-0.598366658
-0.97402898,-1.520596689,-1.062719344,0.933331955
-0.97402898,-1.468837681,-1.062719344,2.499699077
-0.97402898,-1.60400262,-1.062719344,1.942882356
-0.97402898,-1.536800854,-1.062719344,1.581066449
-0.97402898,-1.423864699,-1.062719344,1.008838787
-0.97402898,-1.250207774,-1.062719344,0.984677378
-0.97402898,-1.091926315,-1.062719344,1.098102041
-0.97402898,-1.351805292,-1.062719344,1.245043167
-0.97402898,-1.295950192,-1.062719344,1.352566973
-0.97402898,-1.230247439,-1.062719344,1.361408712
-0.97402898,-1.330951802,-1.062719344,1.283621739
-0.97402898,-1.24231449,-1.062719344,1.497152708
-0.97402898,-1.144647727,-1.062719344,1.389768883
-0.97402898,-1.119979655,-1.062719344,1.199524486
-0.97402898,-0.868378085,-0.998013079,1.288043174
-0.875481038,-0.725815902,-0.919824737,1.264053625
-0.849907123,-0.742615598,-0.930276046,1.345985148
-0.793294906,-0.629896582,-0.856000041,1.314653349
-0.83729732,-0.675007157,-0.886941684,1.358223957
-0.849087341,-0.706764693,-0.907725652,1.428365579
-0.838537933,-0.6843146,-0.893115208,1.473329517
-0.851363104,-0.716950227,-0.914227643,1.4530772
-0.909637293,-0.842730757,-0.98506309,1.4029314
-0.925341969,-0.901797616,-1.012846349,1.414497657
-0.871489379,-0.771995436,-0.948088446,1.437393904
-0.873620505,-0.781795032,-0.953904329,1.441645745
-0.849112153,-0.740037611,-0.928685156,1.426033329
-0.934043478,-0.932251464,-1.024351972,1.429244623
-0.961597208,-1.01327581,-1.045623843,1.575548474
-0.958093614,-1.043328627,-1.050062132,1.723954134
-0.97402898,-1.263651764,-1.062719344,1.809518186
-0.97402898,-1.263405461,-1.062719344,1.912913302
-0.97402898,-1.245241364,-1.062719344,1.974089063
-0.97402898,-1.334773051,-1.062719344,1.847433915
-0.97402898,-1.36632159,-1.062719344,1.770964213
-0.97402898,-1.36236255,-1.062719344,1.726205794
-0.97402898,-1.258690121,-1.062719344,1.609773577
-0.97402898,-1.20085075,-1.062719344,1.586977987
-0.97402898,-1.316374566,-1.062719344,1.674502087
-0.97402898,-1.418494677,-1.062719344,1.771170057
-0.97402898,-1.369301089,-1.062719344,1.889232195
-0.97402898,-1.327791447,-1.062719344,2.005411314
-0.97402898,-1.35291831,-1.062719344,1.966517828
-0.97402898,-1.277167132,-1.062719344,1.723631775
-0.97402898,-1.096070238,-1.062719344,1.480031094
-0.97402898,-0.967300479,-1.035219805,1.378746688
-0.97402898,-1.176968511,-1.062719344,1.260410577
-0.97402898,-1.021024183,-1.046946845,1.179505522
-0.948083613,-0.835687251,-0.981268557,1.06664515
-0.90748772,-0.8085263,-0.969468522,1.074882303
-0.90812352,-0.793162323,-0.96057554,0.927129776
-0.907984755,-0.790606237,-0.959082335,0.940273198
-0.908740077,-0.79544175,-0.96190379,0.958431961
-0.85831358,-0.695014642,-0.900127486,0.937687689
-0.758019997,-0.49502592,-0.752071253,0.84995904
-0.784431062,-0.542925209,-0.791100817,0.819975097
-0.805853786,-0.561662992,-0.805708952,0.735496095
-0.874013923,-0.700282505,-0.903547024,0.690087618
-0.906900218,-0.782205708,-0.954146736,0.678761997
-0.949103482,-0.887024064,-1.006573936,0.707811551
-0.925060029,-0.814029629,-0.972620419,0.708044744
-0.888597616,-0.739443329,-0.928317765,0.645493615
-0.919853289,-0.830100912,-0.978186088,0.616703956
-0.95749622,-0.933188393,-1.024675538,0.642060619
-0.969626118,-1.079362402,-1.062719344,0.7563496
-0.97402898,-0.983313434,-1.039339573,0.771369082
-0.97402898,-0.979020515,-1.038287127,0.834346624
-0.97402898,-1.008461971,-1.044739372,0.839984513
-0.97402898,-1.069192074,-1.062719344,0.856114451
-0.97402898,-1.089467764,-1.062719344,0.788428068
-0.97402898,-1.162672303,-1.062719344,0.730745827
-0.97402898,-1.157526258,-1.062719344,0.955993714
-0.97402898,-1.203303117,-1.062719344,1.047471408
-0.97402898,-1.22313352,-1.062719344,0.833863085
-0.97402898,-1.281885536,-1.062719344,0.838571926
-0.97402898,-1.116287374,-1.062719344,0.548457652
-0.945834291,-0.831397906,-0.978907505,0.454974436
-0.912415675,-0.802578478,-0.966042346,0.588054276
-0.898051868,-0.7775361,-0.951384199,0.645468209
-0.876483002,-0.72959698,-0.922194476,0.628114373
-0.834286664,-0.644225415,-0.866016726,0.555817864
-0.779527526,-0.577253584,-0.817593412,0.559150043
-0.771843223,-0.563674158,-0.807255651,0.5825787
-0.746278367,-0.528775558,-0.779828246,0.640043446
-0.723799985,-0.517467729,-0.770666658,0.69724846
-0.71754678,-0.482460644,-0.741413793,0.720788292
-0.837262453,-0.670222822,-0.883741055,0.636810953
-0.823106882,-0.659545362,-0.876530161,0.658487509
-0.923090324,-0.868362879,-0.998005804,0.856172709
-0.947763375,-0.931992054,-1.024262064,1.053326631
-0.96719615,-1.092573876,-1.062719344,1.138422032
-0.895930136,-0.818954903,-0.971843025,0.995888424
-0.703370945,-0.48402607,-0.742751325,0.921531211
-0.838272638,-0.715876728,-0.913546008,0.920414444
-0.917307696,-0.848155503,-0.987915614,1.010684099
-0.898924015,-0.784750446,-0.955646461,1.210646366
-0.897378892,-0.811239325,-0.971024512,1.255353809
-0.791899377,-0.604398477,-0.837720747,1.298835251
-0.854884074,-0.710437173,-0.910078936,1.289603186
-0.883165336,-0.758560581,-0.940014581,1.396731487
-0.782144705,-0.599188147,-0.833911803,1.504320023
-0.825493703,-0.660532278,-0.877200635,1.523946395
-0.808459045,-0.626066823,-0.85329212,1.461324224
-0.598794074,-0.373351241,-0.640897871,1.498410427
-0.623876345,-0.386431365,-0.653741654,1.696142557
-0.792295011,-0.627989703,-0.854653373,1.775041928
-0.953613767,-0.933643892,-1.024832187,-0.871317284
-0.862314146,-0.753023435,-0.936652251,0.027240187
-0.971898821,-0.973947493,-1.036994302,-0.914746537
-0.97402898,-1.195664931,-1.062719344,-1.020442972
-0.97402898,-1.090529632,-1.062719344,-1.282489181
-0.97402898,-0.934549898,-1.025142494,-0.915123148
-0.968518229,-1.020572768,-1.046873173,-1.217011521
-0.974025754,-1.092699042,-1.062719344,-1.085985553
-0.97402898,-1.08946226,-1.062719344,-0.849003007
-0.97402898,-1.157501463,-1.062719344,-0.856149204
-0.97402898,-1.31795619,-1.062719344,-1.071190667
-0.97402898,-1.240974432,-1.062719344,-0.828255257
-0.97402898,-1.133905018,-1.062719344,-0.652608095
-0.97402898,-1.328376623,-1.062719344,-0.544796601
-0.97402898,-1.237874731,-1.062719344,-0.162987299
-0.97402898,-1.16863204,-1.062719344,-0.436295846
-0.97402898,-0.99228453,-1.041415876,-0.422182595
-0.97402898,-1.163898884,-1.062719344,-0.301119133
-0.97402898,-1.20154756,-1.062719344,-0.55651716
-0.97402898,-1.064991242,-1.062719344,-0.591036869
-0.958970843,-0.923021412,-1.021067367,-0.553304895
-0.962201183,-1.040729931,-1.04975212,-0.536066766
-0.965364463,-1.026294769,-1.047775824,-0.557220702
-0.916211503,-0.862007161,-0.994923221,-0.568741162
-0.934693056,-0.913793233,-1.017607302,-0.555067271
-0.817652257,-0.693167451,-0.898923331,-0.488989205
-0.894721941,-0.812919023,-0.971985743,-0.505938635
-0.898641005,-0.783766481,-0.955067045,-0.522232262
-0.971752381,-0.786043184,-0.956406788,-0.239996047
-0.97402898,-0.66026935,-0.877022091,-0.083051588
-0.97402898,-0.883262561,-1.004904823,-0.211271927
-0.97402898,-1.180156951,-1.062719344,-0.549541043
-0.97402898,-0.919827014,-1.019889571,0.614495827
-0.948556906,-0.883793977,-1.005142406,0.430722889
-0.851910441,-0.70099367,-0.904007028,0.306343837
-0.851166699,-0.717946108,-0.914859232,0.276590174
-0.883913988,-0.77507681,-0.949923753,0.259874746
-0.873312502,-0.766621131,-0.944872822,0.536474529
-0.964964398,-1.000280908,-1.043126296,0.735172603
-0.949667103,-0.966519638,-1.035005353,0.910923617
-0.970063193,-1.221090467,-1.062719344,1.084506798
-0.97402898,-1.238525355,-1.062719344,0.666027997
-0.97402898,-1.034686617,-1.048977178,0.790553342
-0.829781457,-0.635557192,-0.85997866,0.812787878
-0.970834004,-1.111717682,-1.062719344,1.13015397
-0.97402898,-1.214187163,-1.062719344,1.228616438
-0.97402898,-1.36774948,-1.062719344,0.794560177
-0.97402898,-1.020646983,-1.046885314,0.903032127
-0.97402898,-0.952087087,-1.030814535,0.892124344
-0.97402898,-1.16600713,-1.062719344,0.886739876
-0.97402898,-1.169917629,-1.062719344,1.20025206
-0.97402898,-1.07738596,-1.062719344,1.463673304
-0.97402898,-1.090909668,-1.062719344,1.501110672
-0.971121625,-0.928742676,-1.023124092,1.417174598
-0.967061211,-1.057055801,-1.062719344,1.635669771
-0.97402898,-1.483406349,-1.062719344,1.764638074
-0.97402898,-1.501375973,-1.062719344,2.462188564
-0.97402898,-1.476315268,-1.062719344,2.182703083
-0.97402898,-1.380299124,-1.062719344,-1.199789822
-0.97402898,-1.065210935,-1.062719344,-0.810634568
-0.97402898,-0.770223254,-0.947030154,-0.732472319
-0.97402898,-0.633057278,-0.858225061,-0.750071605
-0.96461267,-0.412595131,-0.678762966,-0.597168977
-0.803161493,-0.631769986,-0.857319921,-0.722792478
-0.638846001,-0.406655139,-0.673159542,-0.551728215
-0.854217309,-0.760044075,-0.940911929,-0.654604149
-0.832329816,-0.660473043,-0.877160415,-0.504304021
-0.908759778,-0.776791005,-0.95094213,-0.648792984
-0.834809038,-0.660757418,-0.877353472,-0.539631813
-0.900200562,-0.828441244,-0.97725787,-0.533177022
-0.940045912,-0.974726631,-1.03719632,-0.28013026
-0.97402898,-1.24810906,-1.062719344,-0.200035473
-0.97402898,-1.113320725,-1.062719344,-0.213125816
-0.97402898,-1.011910786,-1.045377908,-0.160953135
-0.97402898,-1.004914601,-1.044056926,-0.112118053
-0.97402898,-1.016924062,-1.046262233,-0.059757652
-0.890794414,-0.63077785,-0.856621314,-0.010004121
-0.796003783,-0.58752241,-0.825290592,0.003340775
-0.792399401,-0.583888399,-0.822578357,0.160008267
-0.831664961,-0.671650032,-0.884697784,0.235245657
-0.853788789,-0.738455959,-0.927706818,0.198342803
-0.96496635,-1.162355813,-1.062719344,0.321754616
-0.97402898,-1.379343386,-1.062719344,0.439309103
-0.963246101,-0.865076621,-0.996422368,0.283489989
-0.971153779,-1.151151476,-1.062719344,0.515972026
-0.97402898,-1.039216138,-1.049565094,0.458025683
-0.957475459,-0.963998504,-1.034304336,0.343011232
-0.831670798,-0.624880299,-0.8524505,0.239836849
-0.822882138,-0.626818839,-0.853824884,0.20595223
-0.793955694,-0.601465192,-0.835579539,0.249898277
-0.678813287,-0.382156546,-0.649568958,0.179073746
-0.633824573,-0.350000702,-0.61739897,0.141029689
